Customer Type,Class,Gender,Age,Type of Travel,Flight Distance,Checkin service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,Business,Male,55,Business travel,2896,4,2,0,satisfied
Loyal Customer,Business,Female,28,Business travel,1537,4,0,0,satisfied
Loyal Customer,Eco,Female,49,Personal Travel,197,3,3,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,54,Personal Travel,789,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,70,Personal Travel,541,5,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,25,Business travel,782,4,9,19,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,951,5,0,0,satisfied
Loyal Customer,Eco,Male,7,Personal Travel,563,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,39,Business travel,109,3,0,5,neutral or dissatisfied
Loyal Customer,Eco,Male,79,Business travel,414,1,1,0,neutral or dissatisfied
disloyal Customer,Business,Female,28,Business travel,502,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,41,Business travel,990,3,37,38,satisfied
disloyal Customer,Eco Plus,Female,27,Business travel,1192,4,0,32,neutral or dissatisfied
Loyal Customer,Business,Female,59,Business travel,2869,5,0,1,satisfied
Loyal Customer,Eco,Female,21,Personal Travel,401,4,71,117,neutral or dissatisfied
Loyal Customer,Eco,Male,48,Business travel,425,5,0,0,satisfied
Loyal Customer,Eco,Male,53,Business travel,1095,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,1609,2,12,0,neutral or dissatisfied
disloyal Customer,Eco,Female,48,Business travel,1310,2,52,27,neutral or dissatisfied
Loyal Customer,Eco,Male,59,Personal Travel,946,3,0,0,satisfied
Loyal Customer,Business,Female,53,Business travel,3804,5,0,0,satisfied
Loyal Customer,Eco,Male,24,Personal Travel,125,1,47,94,neutral or dissatisfied
Loyal Customer,Eco,Male,56,Personal Travel,429,3,35,29,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,3004,5,5,14,satisfied
disloyal Customer,Eco,Female,24,Business travel,1455,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,28,Business travel,833,4,0,0,satisfied
Loyal Customer,Eco,Female,17,Personal Travel,1892,2,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,31,Business travel,789,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,60,Business travel,2254,4,2,0,satisfied
disloyal Customer,Business,Male,39,Business travel,444,4,12,16,satisfied
Loyal Customer,Eco,Female,47,Business travel,522,2,40,26,satisfied
Loyal Customer,Eco,Male,60,Business travel,283,2,20,16,neutral or dissatisfied
Loyal Customer,Business,Male,13,Business travel,1529,3,0,0,satisfied
disloyal Customer,Business,Male,29,Business travel,1099,1,51,51,neutral or dissatisfied
Loyal Customer,Business,Female,45,Business travel,2580,5,0,0,satisfied
Loyal Customer,Business,Male,44,Business travel,1262,5,0,0,satisfied
Loyal Customer,Eco,Female,50,Business travel,109,3,0,11,satisfied
Loyal Customer,Eco,Female,26,Personal Travel,271,5,100,93,neutral or dissatisfied
Loyal Customer,Business,Female,27,Business travel,2777,3,2,0,satisfied
Loyal Customer,Business,Male,16,Business travel,2865,4,2,0,satisfied
disloyal Customer,Eco,Female,24,Business travel,920,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,34,Business travel,414,4,2,0,neutral or dissatisfied
Loyal Customer,Business,Female,30,Business travel,2154,2,0,0,satisfied
Loyal Customer,Eco,Male,50,Business travel,2349,3,0,0,satisfied
disloyal Customer,Eco,Male,21,Business travel,1773,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,61,Personal Travel,802,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,32,Business travel,192,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,22,Personal Travel,937,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,46,Business travel,1050,3,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,15,Business travel,370,1,3,8,neutral or dissatisfied
Loyal Customer,Eco,Female,29,Personal Travel,413,3,7,14,neutral or dissatisfied
Loyal Customer,Eco,Female,12,Personal Travel,372,3,89,88,neutral or dissatisfied
disloyal Customer,Business,Male,50,Business travel,641,4,7,17,neutral or dissatisfied
Loyal Customer,Eco,Male,54,Business travel,528,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,69,Personal Travel,989,4,6,3,neutral or dissatisfied
Loyal Customer,Eco,Male,38,Personal Travel,920,2,0,0,neutral or dissatisfied
disloyal Customer,Eco Plus,Female,25,Business travel,853,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,26,Business travel,352,2,108,99,neutral or dissatisfied
Loyal Customer,Business,Female,53,Business travel,2690,3,0,0,satisfied
Loyal Customer,Business,Male,47,Business travel,1846,4,62,55,satisfied
Loyal Customer,Business,Male,42,Business travel,2475,5,0,0,satisfied
disloyal Customer,Eco,Male,19,Business travel,461,4,141,121,neutral or dissatisfied
Loyal Customer,Eco,Male,63,Personal Travel,622,5,10,11,neutral or dissatisfied
disloyal Customer,Eco,Male,18,Business travel,533,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,52,Personal Travel,125,1,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,60,Business travel,1464,4,0,3,neutral or dissatisfied
Loyal Customer,Business,Male,38,Business travel,2355,1,24,0,satisfied
Loyal Customer,Eco,Male,41,Business travel,77,1,0,0,satisfied
Loyal Customer,Business,Male,41,Business travel,2563,3,0,0,satisfied
disloyal Customer,Eco,Female,15,Business travel,986,5,0,6,neutral or dissatisfied
Loyal Customer,Eco,Female,49,Business travel,1750,1,132,117,neutral or dissatisfied
Loyal Customer,Eco,Male,18,Personal Travel,793,4,91,71,satisfied
Loyal Customer,Eco,Female,39,Business travel,229,3,0,0,satisfied
Loyal Customer,Business,Female,25,Business travel,1874,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,28,Business travel,319,3,0,0,satisfied
Loyal Customer,Business,Female,37,Business travel,2571,4,0,0,satisfied
Loyal Customer,Eco,Female,31,Personal Travel,261,2,87,75,neutral or dissatisfied
Loyal Customer,Eco,Female,32,Personal Travel,557,4,81,63,neutral or dissatisfied
disloyal Customer,Eco,Female,25,Business travel,196,5,0,5,neutral or dissatisfied
Loyal Customer,Business,Male,55,Business travel,3934,4,0,0,satisfied
Loyal Customer,Business,Male,51,Business travel,2704,5,60,75,satisfied
Loyal Customer,Business,Female,40,Business travel,2334,3,0,0,satisfied
Loyal Customer,Business,Male,25,Business travel,3848,1,0,0,satisfied
Loyal Customer,Eco,Female,70,Personal Travel,409,3,0,14,neutral or dissatisfied
Loyal Customer,Eco,Female,55,Business travel,907,1,19,11,neutral or dissatisfied
Loyal Customer,Eco,Male,53,Personal Travel,262,3,70,55,neutral or dissatisfied
Loyal Customer,Business,Male,73,Business travel,2141,3,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,32,Business travel,859,5,0,0,satisfied
Loyal Customer,Eco Plus,Male,30,Personal Travel,237,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,19,Personal Travel,308,3,91,92,neutral or dissatisfied
Loyal Customer,Business,Male,33,Business travel,3679,2,0,0,satisfied
Loyal Customer,Eco,Female,13,Personal Travel,501,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,53,Business travel,550,4,0,0,satisfied
disloyal Customer,Eco,Female,31,Business travel,1118,4,0,20,neutral or dissatisfied
Loyal Customer,Business,Male,62,Business travel,3179,4,0,0,satisfied
Loyal Customer,Eco,Male,29,Personal Travel,1085,3,8,11,neutral or dissatisfied
Loyal Customer,Business,Male,57,Business travel,2807,4,0,7,satisfied
Loyal Customer,Business,Male,34,Business travel,3802,2,0,0,satisfied
disloyal Customer,Eco,Male,45,Business travel,926,4,26,44,neutral or dissatisfied
Loyal Customer,Eco,Female,65,Personal Travel,192,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,235,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,8,Personal Travel,733,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,36,Personal Travel,814,1,32,12,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,2075,3,0,0,satisfied
Loyal Customer,Eco,Female,10,Personal Travel,2338,5,1,0,neutral or dissatisfied
disloyal Customer,Eco,Male,24,Business travel,834,3,14,0,satisfied
Loyal Customer,Business,Male,52,Business travel,1778,5,4,7,satisfied
disloyal Customer,Eco,Male,43,Business travel,1052,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,21,Business travel,657,5,6,0,satisfied
disloyal Customer,Eco,Female,24,Business travel,577,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,40,Business travel,449,4,4,0,satisfied
Loyal Customer,Eco,Female,8,Personal Travel,237,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,40,Business travel,544,4,0,0,satisfied
Loyal Customer,Business,Male,41,Business travel,2556,4,0,0,satisfied
Loyal Customer,Eco Plus,Female,67,Personal Travel,2475,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,40,Business travel,3034,4,8,28,satisfied
Loyal Customer,Business,Female,51,Business travel,366,5,0,0,satisfied
Loyal Customer,Business,Female,59,Business travel,956,4,1,13,neutral or dissatisfied
Loyal Customer,Business,Male,29,Business travel,2218,4,0,0,satisfied
Loyal Customer,Eco,Male,70,Personal Travel,456,4,19,45,satisfied
Loyal Customer,Eco Plus,Male,12,Personal Travel,1892,1,28,45,neutral or dissatisfied
disloyal Customer,Business,Male,26,Business travel,1262,5,9,0,satisfied
Loyal Customer,Business,Male,41,Business travel,3423,4,0,0,satisfied
Loyal Customer,Business,Male,60,Business travel,493,3,0,0,satisfied
Loyal Customer,Eco,Male,39,Personal Travel,163,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,68,Personal Travel,1117,2,7,0,neutral or dissatisfied
Loyal Customer,Business,Male,32,Business travel,2187,4,0,0,satisfied
Loyal Customer,Eco,Male,18,Personal Travel,1342,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,15,Personal Travel,304,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,43,Business travel,1750,4,0,7,satisfied
Loyal Customer,Eco,Male,49,Personal Travel,216,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,25,Personal Travel,489,2,8,14,neutral or dissatisfied
Loyal Customer,Eco,Female,50,Personal Travel,370,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,39,Business travel,1747,4,132,123,satisfied
Loyal Customer,Business,Female,33,Business travel,773,4,140,129,satisfied
Loyal Customer,Business,Male,17,Personal Travel,200,4,40,27,neutral or dissatisfied
Loyal Customer,Business,Male,41,Business travel,405,3,0,5,satisfied
Loyal Customer,Business,Male,31,Business travel,1598,5,0,0,satisfied
disloyal Customer,Business,Female,39,Business travel,201,3,0,0,satisfied
Loyal Customer,Business,Male,64,Business travel,2475,3,4,0,satisfied
Loyal Customer,Business,Male,52,Business travel,3935,3,0,25,satisfied
Loyal Customer,Business,Female,30,Business travel,2657,3,8,7,neutral or dissatisfied
Loyal Customer,Eco,Female,42,Business travel,292,2,32,29,satisfied
Loyal Customer,Business,Female,48,Business travel,544,3,62,46,satisfied
Loyal Customer,Eco,Male,29,Personal Travel,861,2,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,23,Business travel,271,5,62,84,satisfied
Loyal Customer,Eco,Male,74,Business travel,134,2,43,41,neutral or dissatisfied
Loyal Customer,Business,Male,60,Business travel,1276,2,10,0,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,3185,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,55,Business travel,451,3,0,2,satisfied
Loyal Customer,Business,Male,41,Business travel,1981,4,0,0,satisfied
Loyal Customer,Business,Male,59,Personal Travel,1605,3,41,19,neutral or dissatisfied
Loyal Customer,Business,Male,57,Business travel,1005,5,3,0,satisfied
Loyal Customer,Eco,Female,36,Business travel,455,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,16,Personal Travel,308,5,2,0,neutral or dissatisfied
Loyal Customer,Business,Female,54,Business travel,812,3,0,0,satisfied
disloyal Customer,Eco,Female,38,Business travel,414,1,17,2,neutral or dissatisfied
Loyal Customer,Eco,Male,36,Business travel,190,2,0,0,satisfied
Loyal Customer,Business,Female,25,Business travel,1197,1,0,5,satisfied
Loyal Customer,Eco Plus,Female,55,Personal Travel,814,2,25,19,neutral or dissatisfied
Loyal Customer,Eco,Female,40,Personal Travel,1514,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,21,Personal Travel,632,4,9,,neutral or dissatisfied
disloyal Customer,Business,Female,38,Business travel,213,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,10,Personal Travel,852,4,1,1,neutral or dissatisfied
Loyal Customer,Business,Female,60,Business travel,1056,4,214,210,satisfied
disloyal Customer,Eco,Female,45,Business travel,1013,4,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,54,Business travel,575,4,0,8,neutral or dissatisfied
Loyal Customer,Business,Male,51,Business travel,3236,3,0,13,satisfied
Loyal Customer,Business,Male,44,Business travel,2764,4,8,15,satisfied
Loyal Customer,Eco Plus,Female,46,Personal Travel,399,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,20,Business travel,408,3,0,0,satisfied
Loyal Customer,Business,Female,44,Business travel,1162,2,0,4,satisfied
Loyal Customer,Eco Plus,Male,36,Personal Travel,1744,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,13,Personal Travel,366,3,63,47,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,38,Personal Travel,368,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,33,Business travel,239,4,0,0,satisfied
Loyal Customer,Eco,Male,63,Personal Travel,695,1,7,32,neutral or dissatisfied
Loyal Customer,Business,Female,60,Business travel,1020,4,5,0,satisfied
Loyal Customer,Eco,Female,62,Personal Travel,163,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,50,Business travel,125,1,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,24,Business travel,1208,1,1,0,satisfied
Loyal Customer,Eco,Female,15,Personal Travel,667,3,35,35,neutral or dissatisfied
Loyal Customer,Business,Male,34,Business travel,334,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,36,Business travel,2046,1,0,62,neutral or dissatisfied
Loyal Customer,Business,Female,50,Business travel,1566,3,0,0,satisfied
Loyal Customer,Eco,Male,19,Personal Travel,445,1,2,0,satisfied
Loyal Customer,Business,Male,52,Business travel,2590,5,0,0,satisfied
Loyal Customer,Business,Male,50,Business travel,2136,5,1,0,satisfied
disloyal Customer,Eco,Female,26,Business travel,643,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Female,49,Business travel,1440,3,15,3,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,54,Personal Travel,594,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,27,Business travel,296,4,28,51,satisfied
Loyal Customer,Business,Male,60,Business travel,2611,4,17,10,satisfied
Loyal Customer,Eco,Male,10,Personal Travel,867,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,15,Personal Travel,862,5,0,1,neutral or dissatisfied
disloyal Customer,Eco,Female,20,Business travel,257,2,6,0,neutral or dissatisfied
Loyal Customer,Business,Male,52,Business travel,2398,5,109,100,satisfied
Loyal Customer,Eco,Male,60,Personal Travel,812,3,38,22,neutral or dissatisfied
Loyal Customer,Business,Male,44,Business travel,2496,5,0,0,satisfied
Loyal Customer,Eco,Female,50,Business travel,140,4,71,58,satisfied
Loyal Customer,Business,Male,40,Business travel,3142,4,145,147,satisfied
disloyal Customer,Eco,Female,23,Business travel,842,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,30,Personal Travel,861,4,26,14,neutral or dissatisfied
Loyal Customer,Business,Male,51,Personal Travel,1747,1,10,0,neutral or dissatisfied
Loyal Customer,Eco,Female,58,Business travel,302,4,17,3,neutral or dissatisfied
Loyal Customer,Eco,Male,46,Personal Travel,602,5,0,0,satisfied
Loyal Customer,Business,Male,52,Business travel,265,4,97,123,neutral or dissatisfied
disloyal Customer,Business,Male,20,Business travel,283,5,13,8,satisfied
Loyal Customer,Business,Male,46,Business travel,473,5,0,0,satisfied
disloyal Customer,Eco,Male,46,Business travel,1253,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,2758,3,0,0,satisfied
Loyal Customer,Business,Male,56,Business travel,3344,4,0,2,satisfied
Loyal Customer,Business,Male,54,Personal Travel,2565,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,55,Business travel,3494,5,1,0,satisfied
disloyal Customer,Business,Female,27,Business travel,780,3,26,23,neutral or dissatisfied
Loyal Customer,Eco,Male,52,Personal Travel,721,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,18,Personal Travel,1440,5,3,0,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,2624,2,0,0,satisfied
Loyal Customer,Eco,Male,66,Personal Travel,493,4,15,0,neutral or dissatisfied
Loyal Customer,Business,Male,42,Business travel,307,3,19,11,satisfied
Loyal Customer,Business,Male,43,Business travel,2864,2,8,0,neutral or dissatisfied
Loyal Customer,Business,Male,36,Business travel,2614,1,9,3,neutral or dissatisfied
Loyal Customer,Business,Male,50,Business travel,2633,5,0,3,satisfied
Loyal Customer,Eco,Female,45,Personal Travel,489,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,45,Business travel,3139,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,56,Business travel,2139,3,38,25,satisfied
Loyal Customer,Eco,Male,42,Business travel,671,5,60,71,satisfied
Loyal Customer,Business,Female,58,Business travel,1578,5,0,0,satisfied
Loyal Customer,Eco,Male,9,Personal Travel,1121,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,60,Personal Travel,2475,5,15,79,neutral or dissatisfied
